"","Gene","Rep2","FPKM.cellexpress","LOG.FPKM.0.01.","Curve"
"6","FBgn0014020",-31.283,416.4145,"2.61953627295616",1
"11","FBgn0003360",-31.051,588.533,"2.76977819866714",1
"9","FBgn0250837",-26.713,273.453,"2.43689857387656",1
"4","FBgn0262736",-26.369,968,"2.98587984379846",1
"3","FBgn0037207",-24.138,72.2624,"1.85897247687727",1
"8","FBgn0027054",-24.076,40.80255,"1.61079373067944",1
"5","FBgn0010408",-23.974,4613.6,"3.66404087973718",1
"10","FBgn0003559",-23.903,32.74355,"1.51525837797228",1
"25","FBgn0020910",-23.703,2586.64,"3.41273766824032",1
"15","FBgn0002626",-22.527,5077.9,"3.70568499924551",1
"2","FBgn0023170",-21.081,3261.38,"3.5134027352428",1
"17","FBgn0035422",-21.016,2414.55,"3.38283800176169",1
"35","FBgn0039635",-20.932,130.752,"2.11648155447732",1
"32","FBgn0250732",-20.381,22.2239,"1.34701564803063",1
"1","FBgn0004587",-19.805,212.4815,"2.32734156225961",1
"26","FBgn0261270",-19.599,131.579,"2.11921958655021",1
"20","FBgn0010078",-19.131,5594.6,"3.74776981727163",1
"13","FBgn0259785",-18.817,50.1315,"1.70019732188344",1
"95","FBgn0004638",-18.291,36.00555,"1.5564900513532",1
"52","FBgn0003887",-18.286,1612.7885,"3.20758011084552",1
"91","FBgn0001218",-18.189,555.432,"2.74463871603108",1
"36","FBgn0031145",-17.851,87.27835,"1.94095628415991",1
"18","FBgn0261599",-17.67,532.5,"2.72632776779911",1
"21","FBgn0052423",-17.567,68.99565,"1.8388846510759",1
"82","FBgn0029868",-17.474,100.49785,"2.00219998293605",1
"7","FBgn0036734",-17.276,42.99435,"1.63351238779924",1
"34","FBgn0087035",-17.228,145.397,"2.16258531428228",1
"60","FBgn0250903",-17.197,35.8927,"1.5551271101663",1
"155","FBgn0003279",-17.141,3679.335,"3.56577051209626",1
"38","FBgn0034299",-17.127,25.693,"1.40998381622654",1
"46","FBgn0013750",-17.099,126.55975,"2.10232992228589",1
"19","FBgn0000541",-16.916,16.6091,"1.22060750105958",1
"87","FBgn0001233",-16.746,1126.795,"3.05184876542377",1
"83","FBgn0027091",-16.579,53.4551,"1.7280703834556",1
"14","FBgn0038893",-16.354,37.8876,"1.57861170759974",1
"69","FBgn0032482",-16.19,126.08,"2.1006806447251",1
"73","FBgn0032195",-16.125,11.346455,"1.05524278434965",1
"30","FBgn0023167",-15.997,110.2161,"2.04228444155639",1
"88","FBgn0028697",-15.812,1529.313,"3.18449922007748",1
"140","FBgn0000259",-15.763,61.8714,"1.79156013058319",1
"22","FBgn0042092",-15.686,15.9426,"1.2028314757086",1
"99","FBgn0040007",-15.636,1239.505,"3.09325178675355",1
"47","FBgn0003517",-15.62,5880.07,"3.7693832348044",1
"37","FBgn0262817",-15.516,17.5,"1.24328614608345",1
"96","FBgn0004656",-15.472,48.5319,"1.68611677124121",1
"62","FBgn0011638",-15.391,253.59,"2.40414924920969",1
"112","FBgn0039869",-15.24,248.291,"2.39497846862266",1
"65","FBgn0034743",-15.18,3347.51,"3.52472318041554",1
"27","FBgn0033889",-15.151,53.2782,"1.72663105063554",1
"100","FBgn0011704",-15.058,112.09455,"2.04962323971175",1
"49","FBgn0036335",-14.913,21.93405,"1.34131678414712",1
"44","FBgn0040020",-14.858,9.919335,"0.99692016334922",1
"40","FBgn0040907",-14.798,24.1678,"1.38341678075436",1
"71","FBgn0011207",-14.759,30.294,"1.48149995732318",1
"78","FBgn0029714",-14.757,24.94835,"1.39721587069062",1
"57","FBgn0250843",-14.588,225.7035,"2.35355753515295",1
"45","FBgn0029629",-14.534,430.1155,"2.63359519047552",1
"64","FBgn0028662",-14.516,152.5045,"2.18331113529348",1
"138","FBgn0005278",-14.4,100.78125,"2.00342283129939",1
"105","FBgn0039120",-14.357,38.9398,"1.59050523199268",1
"182","FBgn0030670",-14.34,28.3034,"1.45199202452499",1
"179","FBgn0264357",-14.334,13.5,"1.13065534902203",1
"150","FBgn0001297",-14.287,141.5635,"2.15098196888466",1
"175","FBgn0015024",-14.219,65.62755,"1.81715236212301",1
"131","FBgn0000139",-14.053,32.5554,"1.51275641697121",1
"24","FBgn0039830",-14.049,614.084,"2.7882348541325",1
"90","FBgn0025832",-14.037,30.6883,"1.48711432593121",1
"113","FBgn0002781",-14.001,204.097,"2.30985789942083",1
"76","FBgn0034138",-13.814,2867.54,"3.45751099920967",1
"168","FBgn0261592",-13.813,946.5,"2.97612520670116",1
"107","FBgn0260439",-13.767,199.948,"2.30093878424525",1
"290","FBgn0010421",-13.732,15.5629,"1.19236949482386",1
"55","FBgn0035608",-13.686,83.4192885,"1.92131853985805",1
"159","FBgn0024998",-13.656,14.93325,"1.17444506224287",1
"12","FBgn0267378",-13.649,119.5,"2.0774042463981",1
"124","FBgn0025637",-13.585,132.48475,"2.12219867003734",1
"154","FBgn0032915",-13.583,30.0503,"1.47799331050553",1
"249","FBgn0032006",-13.464,166.6665,"2.22187437223493",1
"161","FBgn0004107",-13.457,12.3712,"1.09276273903968",1
"48","FBgn0052000",-13.431,19.6173,"1.29286056064175",1
"72","FBgn0263979",-13.375,96.5,"1.98457231562163",1
"43","FBgn0033548",-13.319,48.16305,"1.68280414384893",1
"190","FBgn0004363",-13.258,492.9145,"2.69278040458275",1
"374","FBgn0023508",-13.213,30.49975,"1.48443864900375",1
"28","FBgn0003321",-13.187,18.77985,"1.27392331312701",1
"97","FBgn0005593",-13.169,4055.26,"3.60801977484963",1
"41","FBgn0025615",-13.166,63.1507,"1.80044693457965",1
"337","FBgn0003189",-13.155,55.0159,"1.74056715457545",1
"163","FBgn0030676",-13.144,7.222605,"0.859294747275373",1
"263","FBgn0002607",-13.093,5062.985,"3.70440749849617",1
"92","FBgn0037025",-13.087,5.640555,"0.75209110650968",1
"271","FBgn0015582",-13.082,20.1692,"1.30490394473179",1
"66","FBgn0022942",-13.063,34.24735,"1.5347537647915",1
"197","FBgn0032354",-13.057,9.38546,"0.972918047935332",1
"39","FBgn0003392",-13.02,40.8166,"1.61094321380197",1
"74","FBgn0003507",-13.015,62.67235,"1.79714527007002",1
"214","FBgn0003942",-12.987,2735.47,"3.43703354385434",1
"251","FBgn0086443",-12.957,217.517,"2.33751317036309",1
"42","FBgn0034246",-12.838,24.3531,"1.38673254780471",1
"50","FBgn0052133",-12.781,8.936785,"0.951667000947243",1
"192","FBgn0020386",-12.751,24.15105,"1.38311580409219",1
"227","FBgn0003371",-12.641,52.1012,"1.71693107407595",1
"116","FBgn0086134",-12.619,202.127,"2.30564581586603",1
"120","FBgn0035147",-12.608,602.722,"2.78012424946442",1
"191","FBgn0003941",-12.596,2188.705,"3.34018921429269",1
"58","FBgn0003118",-12.543,105.3895,"2.02283855065114",1
"89","FBgn0000239",-12.524,45.49875,"1.65809490679715",1
"7794","FBgn0033246",-12.515,52.8244,"1.72291677983608",1
"299","FBgn0002590",-12.505,3553.785,"3.55069237199585",1
"118","FBgn0010217",-12.502,528.426,"2.72299239650642",1
"281","FBgn0038834",-12.484,3103.245,"3.49181746380289",1
"235","FBgn0040319",-12.427,67.603,"1.83003020608167",1
"147","FBgn0035854",-12.42,18.5177,"1.26782151002017",1
"61","FBgn0261976",-12.389,8,"0.903632516084238",1
"16","FBgn0266599",-12.341,2648.5,"3.4230016170438",1
"109","FBgn0031660",-12.338,105.33,"2.02259331402146",1
"75","FBgn0039969",-12.321,66.5789,"1.82340184072411",1
"111","FBgn0011284",-12.283,3262.965,"3.51361374635801",1
"228","FBgn0000253",-12.275,345.917,"2.53898446052083",1
"117","FBgn0263993",-12.194,30,"1.47726599542485",1
"151","FBgn0020497",-12.191,58.1932,"1.76494686272785",1
"81","FBgn0010411",-12.133,4427.505,"3.64616004121303",1
"401","FBgn0035770",-12.095,76.8907,"1.8859302930492",1
"23","FBgn0035423",-12.088,369.13,"2.56719110788338",1
"149","FBgn0038872",-12.037,22.01195,"1.34285577225354",1
"94","FBgn0022288",-12.03,59.3034,"1.77315281964818",1
"202","FBgn0028336",-12.014,123.09965,"2.09029209661525",1
"103","FBgn0024188",-11.983,42.5244,"1.62874031092658",1
"63","FBgn0250753",-11.974,216.097,"2.33466883450072",1
"145","FBgn0016120",-11.928,312.354,"2.49466097558215",1
"288","FBgn0033673",-11.923,10.04908,"1.00255826211214",1
"125","FBgn0000556",-11.892,6273.605,"3.7975178633407",1
"33","FBgn0265297",-11.87,868.5,"2.9387748232665",1
"123","FBgn0036135",-11.848,67.90065,"1.83193788729287",1
"300","FBgn0020255",-11.824,390.7215,"2.59187842459752",1
"130","FBgn0024698",-11.82,19.53875,"1.29111899265474",1
"86","FBgn0000409",-11.813,335.5745,"2.52580189339645",1
"133","FBgn0261268",-11.752,30.9017,"1.49012288990049",1
"193","FBgn0015296",-11.747,53.2184,"1.72614341184973",1
"146","FBgn0260460",-11.734,39.81275,"1.60013124736862",1
"122","FBgn0022893",-11.693,626.8735,"2.79718683906331",1
"165","FBgn0037573",-11.668,92.21215,"1.96483524282648",1
"420","FBgn0034310",-11.668,34.0855,"1.53269706362209",1
"323","FBgn0265998",-11.663,8,"0.903632516084238",1
"169","FBgn0030733",-11.635,197.5445,"2.29568692671759",1
"144","FBgn0032223",-11.628,7.60643,"0.881751454987178",1
"29","FBgn0020496",-11.605,181.7807,"2.2595716619333",1
"205","FBgn0264785",-11.594,32.5,"1.51201696949613",1
"542","FBgn0037341",-11.522,14.13895,"1.15072421186555",1
"164","FBgn0261112",-11.502,25.2202,"1.4019206931871",1
"134","FBgn0004106",-11.473,34.8591,"1.54244073802473",1
"106","FBgn0262954",-11.452,120,"2.07921743574657",1
"177","FBgn0039348",-11.446,44.1483,"1.64501234563531",1
"181","FBgn0034237",-11.43,257.8135,"2.41132249973262",1
"102","FBgn0026090",-11.391,53.39675,"1.72759615033365",1
"67","FBgn0013749",-11.259,62.9602,"1.79913507266936",1
"256","FBgn0026873",-11.199,37.0829,"1.56929078870103",1
"70","FBgn0266580",-11.193,55,"1.74044164494977",1
"162","FBgn0001986",-11.172,33.484,"1.52496701598396",1
"440","FBgn0025825",-11.109,36.17685,"1.55855078020247",1
"339","FBgn0036569",-11.076,4.539305,"0.657945054301183",1
"194","FBgn0086472",-11.07,3376.52,"3.52847061271948",1
"184","FBgn0037270",-11.064,518.0605,"2.71438886336998",1
"93","FBgn0026250",-11.041,240.364,"2.38088749050546",1
"328","FBgn0267350",-11.021,19,"1.27898211686544",1
"127","FBgn0032863",-11.005,24.29805,"1.38575012099031",1
"515","FBgn0027094",-10.949,201.177,"2.30359991470065",1
"294","FBgn0029823",-10.942,174.0455,"2.24068775115901",1
"481","FBgn0004901",-10.894,43.5418,"1.6390061091465",1
"250","FBgn0010278",-10.845,156.1085,"2.19345436989045",1
"266","FBgn0028331",-10.819,126.3935,"2.10175909933911",1
"389","FBgn0016131",-10.787,26.56035,"1.42439727522577",1
"297","FBgn0260771",-10.764,8.008805,"0.904109652501805",1
"487","FBgn0029785",-10.762,2450.3,"3.38922103243499",1
"31","FBgn0262115",-10.747,22.5,"1.35237549500052",1
"186","FBgn0020510",-10.738,38.28755,"1.58317099184032",1
"302","FBgn0035762",-10.73,13.42055,"1.12809379800558",1
"204","FBgn0033060",-10.711,8.86482,"0.948159553411696",1
"342","FBgn0036696",-10.703,33.84905,"1.52967476873022",1
"77","FBgn0031980",-10.668,3374.675,"3.52823324112369",1
"390","FBgn0030858",-10.618,26.02555,"1.41556675656297",1
"245","FBgn0039691",-10.609,78.78565,"1.89650224244968",1
"148","FBgn0036300",-10.591,36.2562,"1.55950205225843",1
"136","FBgn0037657",-10.59,32.7194,"1.51493804383298",1
"119","FBgn0004915",-10.534,32.53985,"1.51254899154254",1
"51","FBgn0033844",-10.51,119.809,"2.0785256906817",1
"321","FBgn0032919",-10.503,69.4149,"1.84151526286263",1
"241","FBgn0003346",-10.492,56.9318,"1.75543119160812",1
"54","FBgn0086687",-10.488,335.687,"2.5259474601361",1
"132","FBgn0039909",-10.444,98.8269,"1.99491911538234",1
"358","FBgn0264816",-10.439,12,"1.07954300740291",1
"115","FBgn0030571",-10.437,18.30885,"1.26289820654087",1
"379","FBgn0037220",-10.431,65.53735,"1.81655513838093",1
"391","FBgn0019936",-10.419,1752.45,"3.24364811395537",1
"128","FBgn0011672",-10.382,27.9135,"1.44596985289885",1
"265","FBgn0036239",-10.362,64.25385,"1.80796674025797",1
"424","FBgn0022936",-10.358,19.23935,"1.28441606910793",1
"126","FBgn0263740",-10.354,186,"2.26953629275597",1
"247","FBgn0262734",-10.339,214,"2.33043406700971",1
"187","FBgn0032988",-10.297,34.5407,"1.53845685064098",1
"273","FBgn0030969",-10.278,25.7887,"1.4115978223566",1
"203","FBgn0029665",-10.272,23.05895,"1.36302782774244",1
"291","FBgn0031832",-10.253,16.8131,"1.22590602647042",1
"98","FBgn0052344",-10.243,29.9393,"1.47638667615137",1
"596","FBgn0010412",-10.223,5809.33,"3.76412679493083",1
"206","FBgn0021761",-10.219,27.93915,"1.44636860449711",1
"475","FBgn0029529",-10.218,24.9499,"1.39724284104503",1
"207","FBgn0030086",-10.181,407.961,"2.61062929302224",1
"153","FBgn0013347",-10.104,80.50095,"1.90585495118987",1
"575","FBgn0262559",-10.088,86,"1.93454894766615",1
"348","FBgn0260858",-10.073,28.08495,"1.44862826352672",1
"59","FBgn0016041",-10.029,54.9753,"1.74024659890901",1
"274","FBgn0261602",-10.029,1460.5,"3.16450453490077",1
"79","FBgn0027786",-10.02,65.12455,"1.81381141704822",1
"610","FBgn0003462",-10.019,345.9965,"2.53908425742751",1
"84","FBgn0260936",-9.9985,41.5215,"1.6183776168782",1
"318","FBgn0011836",-9.975,13.35795,"1.12606481250138",1
"178","FBgn0051710",-9.9648,5.870395,"0.769406499640532",1
"198","FBgn0259203",-9.9628,18.16095,"1.25937763336046",1
"170","FBgn0029980",-9.9614,29.16895,"1.46506965981889",1
"419","FBgn0033900",-9.9579,6.46802,"0.811442284500992",1
"248","FBgn0032054",-9.9501,29.98365,"1.47702931932415",1
"572","FBgn0261606",-9.9433,1906,"3.28012517486129",1
"326","FBgn0016978",-9.9403,57.21175,"1.75756113560349",1
"436","FBgn0015019",-9.8871,370.1505,"2.5683900731222",1
"157","FBgn0066304",-9.8837,3.996555,"0.602771108897235",1
"104","FBgn0030049",-9.8806,30.5026,"1.48447921575591",1
"141","FBgn0026741",-9.8509,23.05015,"1.36286212793528",1
"224","FBgn0086710",-9.8471,2339.205,"3.36907014015992",1
"185","FBgn0033571",-9.8332,79.60055,"1.90097062431028",1
"634","FBgn0000382",-9.823,10.411405,"1.01792627391678",1
"269","FBgn0033608",-9.8009,75.54765,"1.87827844199856",1
"272","FBgn0033766",-9.7794,10.522035,"1.02251229368143",1
"217","FBgn0033086",-9.7764,13.318,"1.12476498406271",1
"355","FBgn0040931",-9.7564,92.6555,"1.96691807342771",1
"482","FBgn0021875",-9.7519,22.02095,"1.34303322483403",1
"470","FBgn0032393",-9.6713,123.7223,"2.09248308589151",1
"382","FBgn0004654",-9.6629,129.5895,"2.11260332601251",1
"368","FBgn0023527",-9.6567,33.02195,"1.51893421248167",1
"360","FBgn0035122",-9.6304,45.27345,"1.65593950693651",1
"200","FBgn0039300",-9.6182,1418.275,"3.15176350975432",1
"129","FBgn0264922",-9.6017,815.5,"2.91142929084311",1
"448","FBgn0262656",-9.6,57,"1.75595104100413",1
"545","FBgn0015278",-9.5949,13.27695,"1.1234253007179",1
"371","FBgn0039274",-9.5839,14.46615,"1.16065307456291",1
"216","FBgn0035853",-9.5648,62.1265,"1.79334678684146",1
"173","FBgn0032518",-9.5542,2975.07,"3.47349864841463",1
"176","FBgn0014869",-9.5474,93.04135,"1.96872267830824",1
"101","FBgn0004907",-9.5377,418.093,"2.62128328373977",1
"108","FBgn0263396",-9.5327,349.5,"2.54345960606937",1
"221","FBgn0010438",-9.4792,138.7055,"2.14212499163107",1
"211","FBgn0036581",-9.4722,21.848,"1.33961042162556",1
"325","FBgn0051184",-9.4551,59.4093,"1.7739275312117",1
"442","FBgn0010269",-9.3941,19.0343,"1.27976501418655",1
"632","FBgn0032859",-9.3503,108.40145,"2.03507515313605",1
"466","FBgn0000150",-9.3334,1903.875,"3.2796407122345",1
"529","FBgn0011703",-9.3204,81.0132,"1.90860939158637",1
"270","FBgn0025674",-9.3062,71.41945,"1.85387730611104",1
"255","FBgn0029971",-9.3053,135.2635,"2.1312127268934",1
"53","FBgn0261597",-9.2956,498,"2.69723806344489",1
"219","FBgn0011742",-9.2878,64.23575,"1.8078444034026",1
"316","FBgn0029718",-9.2746,48.95715,"1.68990482782274",1
"320","FBgn0036990",-9.2718,26.6685,"1.42616140770193",1
"199","FBgn0264492",-9.2392,219,"2.34046394518563",1
"110","FBgn0261885",-9.2242,34,"1.53160663193272",1
"742","FBgn0263237",-9.1937,18,"1.25551371281953",1
"156","FBgn0030081",-9.1812,14.03315,"1.14746453472942",1
"685","FBgn0027493",-9.1584,427.687,"2.6311362039907",1
"257","FBgn0000581",-9.133,18.74695,"1.27316222072439",1
"311","FBgn0038168",-9.1193,16.2789,"1.21189175711021",1
"343","FBgn0033019",-9.1063,5.157995,"0.713322084810274",1
"347","FBgn0035692",-9.0989,56.37855,"1.75119092709243",1
"308","FBgn0262116",-9.076,62.5,"1.7959494989028",1
"409","FBgn0030802",-9.0729,47.94615,"1.68084430993827",1
"471","FBgn0260970",-9.0682,19.3854,"1.28769874067758",1
"426","FBgn0264962",-9.0559,15.5,"1.1906117978136",1
"158","FBgn0033520",-9.0509,3.6992595,"0.569287217657468",1
"546","FBgn0036974",-9.0416,155.8715,"2.19279457622374",1
"259","FBgn0036804",-9.0391,22.9469,"1.36091324244589",1
"404","FBgn0004087",-9.0364,46.45745,"1.66714884030079",1
"287","FBgn0037667",-9.0355,7.96754,"0.901868990456989",1
"367","FBgn0035111",-9.0268,14.8574,"1.1722350260619",1
"218","FBgn0001995",-9.0233,51.3094,"1.71028157018511",1
"286","FBgn0004066",-9.0103,232.952,"2.36728508610665",1
"588","FBgn0028982",-8.9903,50.5124,"1.70348397296008",1
"237","FBgn0051957",-8.9675,8.630235,"0.936525554726036",1
"234","FBgn0030321",-8.9535,101.55695,"2.00675241102186",1
"143","FBgn0030678",-8.9384,19.16755,"1.28279312371869",1
"260","FBgn0025724",-8.9271,113.415,"2.05470878793805",1
"384","FBgn0023513",-8.9256,13.849035,"1.14173299154813",1
"137","FBgn0015949",-8.9123,40.5285,"1.60786767494961",1
"340","FBgn0037206",-8.8918,23.1433,"1.36461289901063",1
"166","FBgn0031493",-8.8839,36.554,"1.5630537002703",1
"407","FBgn0036815",-8.8821,39.50245,"1.59673395928135",1
"85","FBgn0031977",-8.8809,207.93,"2.31793803963606",1
"233","FBgn0032149",-8.8658,47.0772,"1.67290286626129",1
"212","FBgn0283468",-8.8632,30,"1.47726599542485",1
"601","FBgn0040899",-8.8434,44.6664,"1.65007817064043",1
"243","FBgn0015818",-8.8427,47.8685,"1.68014053580439",1
"472","FBgn0029176",-8.8424,1303.545,"3.11512935977945",1
"121","FBgn0034641",-8.8291,25.745,"1.4108615542166",1
"521","FBgn0003744",-8.8145,26.1616,"1.41783027403194",1
"450","FBgn0000559",-8.8115,2843.575,"3.45386621464524",1
"225","FBgn0035713",-8.8071,47.93505,"1.68074377587257",1
"388","FBgn0031052",-8.7912,19.7474,"1.29572979248103",1
"222","FBgn0038876",-8.788,24.5408,"1.39006564839075",1
"622","FBgn0038035",-8.7844,21.96265,"1.34188243793888",1
"608","FBgn0003204",-8.7813,45.27,"1.65590641818021",1
"370","FBgn0037351",-8.7561,6439.39,"3.808845403256",1
"561","FBgn0264291",-8.7427,16,"1.2043913319193",1
"411","FBgn0034243",-8.7413,41.1078,"1.61402986976591",1
"262","FBgn0034503",-8.727,26.1106,"1.4169831486251",1
"261","FBgn0033081",-8.6879,81.96845,"1.91369970267516",1
"331","FBgn0030354",-8.6792,28.66465,"1.45749812564928",1
"330","FBgn0024887",-8.6781,13.76205,"1.13899859075967",1
"189","FBgn0029504",-8.6705,8.260265,"0.917519425658209",1
"565","FBgn0039359",-8.6657,1683.625,"3.22624794543716",1
"220","FBgn0037621",-8.6644,41.0313,"1.61322110877736",1
"285","FBgn0037344",-8.6632,22.83845,"1.3588567436059",1
"278","FBgn0010280",-8.6573,40.65395,"1.60920956269068",1
"884","FBgn0035357",-8.6554,62.51055,"1.7960227898992",1
"152","FBgn0037121",-8.6515,44.1912,"1.64543405998945",1
"208","FBgn0032248",-8.651,19.1041,"1.28135385379446",1
"473","FBgn0267385",-8.6429,301.5,"2.47930172069772",1
"555","FBgn0261593",-8.6205,1084,"3.03503328859055",1
"114","FBgn0034921",-8.6182,35.4451,"1.54967871462628",1
"183","FBgn0000064",-8.6097,342.2715,"2.53438342655523",1
"363","FBgn0027948",-8.6054,38.9047,"1.59011368674813",1
"376","FBgn0034350",-8.5904,24.1253,"1.38265270143666",1
"327","FBgn0033378",-8.5865,113.5985,"2.05541082578518",1
"142","FBgn0032517",-8.5836,7.899505,"0.898149304926841",1
"429","FBgn0026409",-8.5774,438.2155,"2.6416976452171",1
"586","FBgn0011272",-8.577,3370.485,"3.52769368721609",1
"462","FBgn0033715",-8.5768,22.1258,"1.3450952222402",1
"338","FBgn0032818",-8.5571,22.76665,"1.35748984821096",1
"167","FBgn0029161",-8.5359,99.9385,"1.99977628072916",1
"749","FBgn0033480",-8.5349,39.92645,"1.60136945728149",1
"279","FBgn0033185",-8.5279,9.629985,"0.984076358132883",1
"464","FBgn0026089",-8.5173,75.47295,"1.87784886477967",1
"501","FBgn0002921",-8.5069,161.3245,"2.20772724747266",1
"559","FBgn0039566",-8.5004,26.1017,"1.41683514744858",1
"312","FBgn0038609",-8.4996,38.7004,"1.58782765896802",1
"760","FBgn0261535",-8.4962,8.5,"0.929929560084588",1
"579","FBgn0037051",-8.4782,118.038,"2.07205863354671",1
"296","FBgn0010315",-8.4627,18.46605,"1.26660912886649",1
"349","FBgn0259199",-8.4276,6.29177,"0.799462548385164",1
"571","FBgn0020887",-8.4274,23.80545,"1.37685879204834",1
"301","FBgn0010607",-8.4272,12.5609,"1.09936637164313",1
"669","FBgn0031309",-8.4258,26.06665,"1.41625179795087",1
"621","FBgn0031969",-8.4137,76.20365,"1.88203276121858",1
"292","FBgn0030306",-8.4111,95.51215,"1.98010408893843",1
"425","FBgn0010220",-8.3976,24.017,"1.38069954838272",1
"517","FBgn0261791",-8.3868,178,"2.25044440018997",1
"497","FBgn0030851",-8.3722,11.14312,"1.04739637493939",1
"201","FBgn0035271",-8.3573,33.2532,"1.52196402706906",1
"662","FBgn0030683",-8.3388,11.50818,"1.06138386117044",1
"361","FBgn0029833",-8.3277,45.70235,"1.66003354825933",1
"639","FBgn0010551",-8.3154,263.0225,"2.42000941274313",1
"244","FBgn0052438",-8.2966,12.3268,"1.09120252415697",1
"172","FBgn0010382",-8.2693,14.49085,"1.16139346013084",1
"711","FBgn0016687",-8.254,220.541,"2.34350903125293",1
"135","FBgn0001078",-8.2525,15.1067,"1.17945699432585",1
"541","FBgn0261882",-8.2306,6.5,"0.813580988568192",1
"445","FBgn0052103",-8.2238,41.8679,"1.62198489551687",1
"359","FBgn0262647",-8.2154,21,"1.32242605240595",1
"213","FBgn0040066",-8.1983,51.5841,"1.71260004108565",1
"223","FBgn0039233",-8.1725,43.2266,"1.63585153497381",1
"400","FBgn0038224",-8.1648,167.966,"2.22524723522502",1
"378","FBgn0037926",-8.1628,36.7385,"1.56523961675306",1
"68","FBgn0026418",-8.1602,195.5605,"2.29130334608844",1
"397","FBgn0022724",-8.1399,12.62915,"1.10171786803479",1
"305","FBgn0004378",-8.139,33.4813,"1.52493200546369",1
"537","FBgn0033929",-8.1311,70.00865,"1.84521373306137",1
"743","FBgn0026666",-8.1302,19.8422,"1.29780864182545",1
"386","FBgn0032030",-8.1216,45.25785,"1.65578986813542",1
"509","FBgn0025381",-8.115,232.0675,"2.36563303748518",1
"1269","FBgn0020412",-8.1093,13.0846,"1.11709223659508",1
"681","FBgn0035064",-8.1074,16.7668,"1.22470912723922",1
"516","FBgn0033208",-8.1018,35.6166,"1.55177437773425",1
"544","FBgn0025635",-8.0995,7.440365,"0.872177549741967",1
"293","FBgn0001404",-8.0938,26.9814,"1.43122541128887",1
"387","FBgn0029897",-8.0883,3822.58,"3.58235771934093",1
"531","FBgn0030366",-8.0853,35.18525,"1.54648405444436",1
"562","FBgn0000054",-8.0827,27.8865,"1.4455497184694",1
"467","FBgn0023177",-8.0813,70.96905,"1.85113018235281",1
"373","FBgn0010812",-8.0782,20.89275,"1.32020342636269",1
"564","FBgn0005671",-8.0606,157.6945,"2.19784408582913",1
"319","FBgn0038235",-8.0346,6.059365,"0.783143255915138",1
"640","FBgn0038058",-8.0276,7.85044,"0.895446857009341",1
"317","FBgn0041781",-8.0255,49.7612,"1.69697811185304",1
"438","FBgn0283469",-8.0177,122.221,"2.087181364839",1
"366","FBgn0027090",-8.0176,69.10405,"1.83956634284766",1
"446","FBgn0036316",-8.0175,40.49701,"1.60753018718692",1
"576","FBgn0086758",-7.9958,32.32495,"1.50967219372783",1
"745","FBgn0036488",-7.9878,66.0954,"1.82023693746466",1
"396","FBgn0039159",-7.983,20.28875,"1.30746929481878",1
"239","FBgn0028968",-7.9775,87.7314,"1.94320455971816",1
"584","FBgn0083983",-7.9744,33.08455,"1.51975648018641",1
"599","FBgn0037244",-7.9733,24.34065,"1.38651055847244",1
"725","FBgn0003079",-7.9576,11.7815,"1.0715690553314",1
"597","FBgn0037093",-7.9565,22.2117,"1.34677728018441",1
"417","FBgn0036038",-7.9296,15.1255,"1.17999677241213",1
"627","FBgn0015805",-7.914,75.8864,"1.88022117645919",1
"242","FBgn0033038",-7.8942,23.96035,"1.37967437537529",1
"1114","FBgn0032846",-7.8925,11.91565,"1.07648205930293",1
"313","FBgn0033842",-7.8813,21.56005,"1.33385115181089",1
"416","FBgn0036958",-7.8807,25.5489,"1.40754215878957",1
"418","FBgn0263042",-7.8487,4.5,"0.65417654187796",1
"504","FBgn0031604",-7.7975,44.5146,"1.64860002653903",1
"357","FBgn0261790",-7.7876,92,"1.96383503070215",1
"432","FBgn0052350",-7.7787,4.527925,"0.656857313859339",1
"408","FBgn0015509",-7.7765,60.6318,"1.78277208375964",1
"307","FBgn0023083",-7.768,20.27845,"1.30724886900672",1
"275","FBgn0040005",-7.763,17.6156,"1.24614390990479",1
"188","FBgn0023510",-7.7611,15.0618,"1.17816512247954",1
