Gene,Rep1,Rep2,avgatsglevel,FPKM cellexpress,LOG(FPKM+0.01),Curve
FBgn0259701,-1.3777,1.3103,0.091311,0,-2,0
FBgn0029700,-1.6243,1.9508,0.091345,0.0193725,-1.53205908752562,0
FBgn0038273,0.00039695,0.28426,0.091868,2.001285,0.303473614683026,1
FBgn0037802,-2.093,2.1962,0.092286,5.448595,0.73708087305847,1
FBgn0033308,-0.60699,0.58703,0.092366,2.03401,0.310483016185863,1
FBgn0260474,0.32944,0.42325,0.092517,0.03923825,-1.30769739093262,0
FBgn0028746,0.78576,-0.67398,0.092572,8.98145,0.953829733581925,1
FBgn0033651,0.3282,0.28611,0.093422,0,-2,0
FBgn0034717,-0.62418,0.76289,0.093497,0.01013575,-1.69603218950849,0
FBgn0004174,-1.2143,1.552,0.094354,0,-2,0
FBgn0052512,0.018187,0.46853,0.09467,44.47145,1.64817893587469,1
FBgn0051111,-0.48857,0.68526,0.095174,4.234935,0.627871044554659,1
FBgn0033471,-0.55189,1.0907,0.095232,31.14365,1.49350893645249,1
FBgn0083977,-2.2346,2.3543,0.095431,1.82847,0.264456547481597,1
FBgn0039840,-0.2719,0.31603,0.095502,0.0504225,-1.21880130961979,0
FBgn0259964,-3.289,2.6244,0.096207,0,-2,0
FBgn0003612,0.75608,-0.3701,0.096231,32.441,1.51122808442731,1
FBgn0031920,-1.1993,1.5158,0.096853,0.4846845,-0.305671697216027,0
FBgn0085421,1.9382,-1.6694,0.097149,7.5861345,0.880592645913673,1
FBgn0031428,-1.1161,1.4785,0.097665,4.050365,0.608565075537993,1
FBgn0260768,0.80378,-0.71063,0.098178,39.4459,1.59611195420844,1
FBgn0051866,-1.8266,1.8317,0.098359,3.47703,0.5424556837621,1
FBgn0025633,0.26664,0.23824,0.098466,15.78825,1.19860898205342,1
FBgn0051787,-1.5173,1.4065,0.0985,0,-2,0
FBgn0261995,-2.4359,2.5671,0.098607,36,1.55642312137129,1
FBgn0031968,-1.5613,1.5116,0.10056,4.797515,0.681920647961389,1
FBgn0262366,-1.381,1.9113,0.10096,1.5,0.178976947293169,1
FBgn0032129,0.81889,-0.64064,0.10134,0.112911,-0.910409247906683,0
FBgn0261434,-0.13116,0.54583,0.10155,0,-2,0
FBgn0261996,-0.41745,0.92708,0.10168,0,-2,0
FBgn0051463,0.49467,0.22521,0.10177,15.71911375,1.19670425318097,1
FBgn0032402,0.4681,-0.014495,0.10193,2.38275,0.378897324901658,1
FBgn0039668,-1.3447,1.0997,0.10202,48.43205,1.68522251359673,1
FBgn0039086,-0.38921,0.89889,0.1021,0.0306607,-1.39082514897588,0
FBgn0033463,-0.099117,0.42293,0.10212,28.2233,1.45076164286637,1
FBgn0250757,0.22088,0.38283,0.10214,1.52278885,0.185482332547957,1
FBgn0023489,-0.055771,0.28554,0.10219,0.02546895,-1.45015166791248,0
FBgn0036567,-1.3521,1.5675,0.10273,10.913142,1.03834757948493,1
FBgn0035343,2.2209,-1.7193,0.10276,0.321595,-0.479392026640404,0
FBgn0029929,-0.28241,0.62576,0.10285,34.5899,1.5390748436046,1
FBgn0031000,-2.6069,2.5037,0.10292,0.02969005,-1.40131835398499,0
FBgn0041337,0.77825,-0.351,0.10301,0.1061286,-0.935060809610565,0
FBgn0028667,0.74581,-0.13482,0.10305,0,-2,0
FBgn0052107,0.12858,0.052106,0.10316,0.0124775,-1.64825199366266,0
FBgn0026760,-1.0341,1.1282,0.10322,0.3599594,-0.431845933563905,0
FBgn0043070,2.1958,-1.4782,0.10401,44.43,1.64777405026883,1
FBgn0035790,-0.90876,1.1264,0.10406,0.0149563,-1.6028198023508,0
FBgn0033658,0.51403,0.20286,0.10453,0.1678155,-0.750030384698375,0
FBgn0032162,-2.182,1.9342,0.10457,9.720425,0.98813180955138,1
FBgn0036648,0.7226,-0.064582,0.10512,24.32085,1.3861572813049,1
FBgn0031398,-0.56948,0.96678,0.10648,9.215825,0.965005212438393,1
FBgn0051526,0.30699,-0.18372,0.10678,0.1015515,-0.952524585511538,0
FBgn0032462,1.6021,-0.9591,0.10804,0.05396315,-1.19407015665295,0
FBgn0037633,0.33525,-0.098651,0.10885,24.758025,1.39389137736506,1
FBgn0010423,-0.14781,0.65325,0.10885,0.0153968,-1.59522100109236,0
FBgn0034086,0.26959,-0.057397,0.10971,17.59555,1.24564959704233,1
FBgn0038766,1.6364,-1.1991,0.10987,3.311635,0.52135190800852,1
FBgn0052453,0.53657,0.017523,0.1101,0.10547655,-0.937506199664406,0
FBgn0085350,-2.1222,1.5831,0.11038,0.0249722,-1.45627704662106,0
FBgn0046887,0.46789,0.10874,0.11164,0.03946425,-1.30570857151189,0
FBgn0032204,-0.62851,1.1643,0.11184,9.800535,0.991692691499456,1
FBgn0031155,0.42557,0.13753,0.11232,0.1939028,-0.690576810434709,0
FBgn0031630,0.16107,-0.025115,0.11261,0.40833,-0.378480989430192,0
FBgn0005198,3.2414,-2.7431,0.11356,9.79719,0.991544589203595,1
FBgn0260436,2.0014,-1.5858,0.1142,0.161466,-0.765821983354532,0
FBgn0085276,-0.15718,0.81428,0.11427,0,-2,0
FBgn0023528,-0.17226,0.84601,0.11461,17.3052,1.23842751225249,1
FBgn0265579,0.53094,0.049239,0.11479,0,-2,0
FBgn0000633,-1.7256,1.9101,0.11506,0.331062,-0.46716666555198,0
FBgn0263594,1.5428,-0.9158,0.11518,327.5,2.51522456502556,1
FBgn0030538,0.49233,0.24075,0.11551,0.00938945,-1.71243450991834,0
FBgn0031981,2.0703,-1.3031,0.11652,3.900495,0.592231734930877,1
FBgn0015010,0.51748,-0.24037,0.11731,0.05660975,-1.176462196336,0
FBgn0026397,2.0405,-1.5284,0.11763,0,-2,0
FBgn0022984,0.52826,-0.10012,0.11807,17.4035,1.24088607025106,1
FBgn0031395,0.48559,0.014004,0.11827,19.4251,1.28858677956139,1
FBgn0034293,-0.15932,-0.12187,0.11836,0,-2,0
FBgn0054054,0.12381,-0.26122,0.11843,0.409559,-0.377206958380646,0
FBgn0034460,-1.2093,1.4529,0.11907,0,-2,0
FBgn0032407,1.1113,-0.42847,0.11962,77.67995,1.89036484194328,1
FBgn0036678,0.64863,-0.44621,0.1197,0.0848915,-1.02277268818837,0
FBgn0037177,0.99452,-0.54932,0.11984,0.0558325,-1.18155965219048,0
FBgn0039733,0.39793,0.12143,0.12039,34.7105,1.54058597070023,1
FBgn0040491,0.44541,0.21895,0.12047,0.3781625,-0.410986423686799,0
FBgn0031082,-0.9413,1.0538,0.12111,0.00827825,-1.73806538692412,0
FBgn0039329,0.81082,-0.42513,0.12163,2.51063,0.401509100832579,1
FBgn0265417,-1.8682,1.8768,0.12253,0.5,-0.292429823902064,0
FBgn0029939,0.53548,-0.21944,0.12258,0.01759318,-1.55919824599168,0
FBgn0034814,0.7817,-0.2179,0.12289,18.5368,1.26826898876369,1
FBgn0020377,-0.12922,0.58337,0.12323,0.0079556,-1.74580007801575,0
FBgn0032072,-0.73365,1.1504,0.12368,0,-2,0
FBgn0034782,0.31683,-0.018491,0.12383,0,-2,0
FBgn0031791,-0.26351,0.69896,0.12422,0.1461735,-0.806392656631189,0
FBgn0035085,-1.0048,1.1419,0.12488,41.39075,1.61700820870329,1
FBgn0020257,-1.5262,1.5772,0.12495,34.6144,1.53938225632675,1
FBgn0261811,0.44494,0.16499,0.12498,20.5,1.31196566036837,1
FBgn0015221,-0.46711,0.89888,0.125,162.843165,2.21179620335946,1
FBgn0039673,0.80885,-0.44444,0.12531,0.1926675,-0.693215889700262,0
FBgn0035922,1.7884,-1.3236,0.12535,0.0687715,-1.10363088443394,0
FBgn0000163,-1.3386,1.5281,0.12544,8.65272,0.937654277180933,1
FBgn0051106,0.35896,0.20767,0.12644,0.03689265,-1.32889522369414,0
FBgn0029955,0.20571,0.20997,0.12651,0.1452185,-0.809056517813036,0
FBgn0038715,0.28229,0.12687,0.12687,0,-2,0
FBgn0083972,1.2407,-0.71603,0.12712,1.0414685,0.021796266579073,1
FBgn0028947,0.44843,-0.034502,0.1276,0,-2,0
FBgn0039598,-1.0367,1.3334,0.12765,0,-2,0
FBgn0031357,0.71727,-0.74871,0.12866,28.9025,1.46108564577868,1
FBgn0033113,-2.2499,2.169,0.12894,8.763285,0.943162237635882,1
FBgn0034094,0.80472,-0.44809,0.12917,9.01579,0.955485224719007,1
FBgn0036729,0.173,0.27452,0.12954,0.0668604,-1.11429735969289,0
FBgn0023536,1.0623,-0.8825,0.13053,4.299355,0.634412272271365,1
FBgn0263353,0.89546,-0.42492,0.13071,0,-2,0
FBgn0033389,-0.85814,1.3124,0.13076,1.54726,0.192361128392462,1
FBgn0035092,-0.51072,0.93548,0.13085,0.036938,-1.32847541937033,0
FBgn0028400,-0.98111,1.3814,0.13086,0.01473615,-1.60666789419228,0
FBgn0040502,-0.56511,0.98498,0.13102,0.0703759,-1.09487415107742,0
FBgn0040660,0.19528,0.34909,0.1314,298.693,2.47523958442838,1
FBgn0002174,2.3823,-1.7148,0.13207,65.1704,1.81411702132182,1
FBgn0039616,1.6437,-1.109,0.1321,0.0372691,-1.32542266655164,0
FBgn0261931,-0.46402,1.1553,0.13278,20.5,1.31196566036837,1
FBgn0261019,-0.74268,1.0477,0.13305,17.4745,1.24265321740902,1
FBgn0038380,-0.74165,1.5181,0.13305,0,-2,0
FBgn0039487,0.10698,0.44233,0.13307,27.49255,1.43937296290614,1
FBgn0038673,-1.4916,1.3614,0.13317,18.4916,1.26720928738271,1
FBgn0037617,1.6225,-1.1291,0.13409,27.9441,1.44644551443316,1
FBgn0032449,-0.70303,-0.81494,0.13452,1.63487,0.2161315797853,1
FBgn0050462,1.342,-0.94302,0.13452,0.06712935,-1.11278032859602,0
FBgn0263232,0.70118,-0.20654,0.13469,2.5,0.399673721481038,1
FBgn0033301,-0.90041,1.2654,0.13517,0.12224105,-0.878633711104821,0
FBgn0035298,0.41013,0.51497,0.13538,55.07945,1.74106843650189,1
FBgn0052203,1.2114,-0.54226,0.13544,0,-2,0
FBgn0034605,-0.91175,1.0867,0.13546,0.1917187,-0.695253839365996,0
FBgn0022355,-0.50769,0.78262,0.1359,0.8609345,-0.060014505564337,0
FBgn0032483,2.0744,-1.83,0.13597,0.906485,-0.037874638689259,0
FBgn0034638,1.0777,-0.49108,0.13664,75.449155,1.87771193761435,1
FBgn0004511,-2.1998,2.383,0.13703,0.11565255,-0.900828693385042,0
FBgn0051609,-1.4308,1.3879,0.13776,0.0324056,-1.37257678754628,0
FBgn0051296,-0.94597,1.2659,0.13845,1.061075,0.029819882545877,1
FBgn0037992,-0.55703,1.33,0.13877,0.02315695,-1.47942542562148,0
FBgn0001174,-0.18995,0.79972,0.13894,0.0259667,-1.44409940753974,0
FBgn0030161,-0.78888,1.561,0.13932,0.1154561,-0.901508217315228,0
FBgn0035090,1.4549,-1.2723,0.13963,0.0349707,-1.34707035228593,0
FBgn0041181,-1.3462,1.0543,0.13975,0.05854775,-1.16400679585071,0
FBgn0040394,-1.1172,1.2869,0.1399,80.44925,1.90557597998295,1
FBgn0039782,1.0182,0.0058899,0.13992,0.0845298,-1.02443126095737,0
FBgn0036712,1.8966,-1.4563,0.14036,0,-2,0
FBgn0262538,0.24375,0.14847,0.14132,0,-2,0
FBgn0033224,1.7569,-1.0523,0.14266,26.4583,1.4227260484291,1
FBgn0032805,-0.79799,1.2554,0.14342,16.644485,1.22153120771971,1
FBgn0036443,-1.5512,1.907,0.14343,0.09463055,-0.980341491766217,0
FBgn0052704,0.24459,0.51784,0.14381,0.0715825,-1.08840299037013,0
FBgn0039239,-1.5779,1.9279,0.14391,0.0232075,-1.47876381868265,0
FBgn0045469,1.1276,-0.76777,0.14444,0.3738855,-0.415798291604698,0
FBgn0265201,0.24457,0.49632,0.14573,0,-2,0
FBgn0031434,-0.99423,1.3112,0.14608,2.792635,0.447566541282342,1
FBgn0262098,2.1231,-1.0707,0.1464,0,-2,0
FBgn0031657,0.76839,0.17082,0.14837,26.73785,1.42728887904278,1
FBgn0040717,-0.2201,0.83204,0.14846,0.0370162,-1.32775247486488,0
FBgn0029660,-0.47286,1.0726,0.14869,0.64649,-0.182771884925448,0
FBgn0262010,0.79876,-0.16099,0.14873,0,-2,0
FBgn0032613,-0.01785,0.39985,0.14877,6.1079925,0.786608940250718,1
FBgn0033246,-11.768,-12.515,0.14912,52.8244,1.72291677983608,1
FBgn0051361,2.2783,-2.0147,0.15,10.34005725,1.01494275204321,1
FBgn0041252,3.4694,-0.19076,0.15036,0.08402485,-1.02675735074496,0
FBgn0032631,-0.15655,0.7227,0.15056,0.01688935,-1.57041969591077,0
FBgn0032901,-0.097517,0.63762,0.15069,22.72955,1.3567818660487,1
FBgn0051041,-0.24788,0.77374,0.15117,0.55137,-0.250750800078113,0
FBgn0000276,1.2702,-0.60352,0.15128,4.128395,0.616831940687678,1
FBgn0035112,1.1111,-0.5491,0.15153,2.632734,0.422053452141984,1
FBgn0283509,-0.80064,1.3338,0.15159,141.827,2.15178953691023,1
FBgn0264607,0.0041827,0.54091,0.15159,10,1.00043407747932,1
FBgn0003187,-0.22068,0.68961,0.15191,0.10505265,-0.939103373804353,0
FBgn0036620,0.90516,-0.10741,0.15206,1.63613,0.216464129815039,1
FBgn0004657,-1.1679,2.3651,0.15222,102.6823,2.01153788086233,1
FBgn0029936,-0.39563,0.60308,0.15231,9.176935,0.963170643637558,1
FBgn0030576,0.64873,-0.16739,0.15287,2.6351015,0.422442341794323,1
FBgn0037577,0.23593,0.40335,0.15318,0,-2,0
FBgn0036612,-0.78768,1.0014,0.15319,1.24606083,0.099010672437499,1
FBgn0029828,1.7914,-1.2145,0.15324,0.02121535,-1.5056317912079,0
FBgn0262874,-0.32598,1.0114,0.15329,0,-2,0
FBgn0033490,-0.24842,0.078179,0.15353,0.03342625,-1.36224767178036,0
FBgn0029754,2.4589,-1.8045,0.15433,0.1259361,-0.866665194122275,0
FBgn0037417,-0.81211,1.4788,0.15466,0.064462,-1.12806530309884,0
FBgn0029801,1.624,-1.0241,0.15514,51.7529,1.71401859955239,1
FBgn0031216,0.57167,-0.44995,0.15543,4.61363,0.664983072949757,1
FBgn0052816,1.6681,-0.9201,0.15573,0.04421395,-1.26588894909815,0
FBgn0000826,0.56938,0.021564,0.15593,9.321785,0.969964724293464,1
FBgn0040565,0.55693,-0.062664,0.1565,0,-2,0
FBgn0036186,0.65137,0.17734,0.15668,1.784695,0.253990652874335,1
FBgn0033985,1.3847,-0.66627,0.15699,0.05395415,-1.19413126879874,0
FBgn0053923,0.88889,-0.36112,0.15705,0,-2,0
FBgn0037979,-0.69631,1.1223,0.15728,9.08882,0.958985073560936,1
FBgn0038953,-1.0472,1.249,0.15741,18.83785,1.27526181680228,1
FBgn0052219,-0.28007,0.94159,0.15758,0.08982055,-1.00078004154957,0
FBgn0260475,-2.4973,2.406,0.15761,13.470755,1.12971421587525,1
FBgn0031803,0.97064,-0.5929,0.15769,0.00514335,-1.81977803992326,0
FBgn0038373,1.5107,-0.77717,0.15779,1.058692,0.028852558366902,1
FBgn0039543,0.3841,0.15587,0.15842,7.09164,0.851358653043574,1
FBgn0039795,1.8954,-1.1936,0.15865,0.02349245,-1.47505308230299,0
FBgn0015721,0.30896,0.05142,0.15877,0.02875945,-1.41162239425439,0
FBgn0013812,-0.79533,1.3662,0.15915,0.0217553,-1.49818378002051,0
FBgn0000044,-0.27075,0.39624,0.15937,176.269,2.24620057816807,1
FBgn0012034,0.41529,0.15849,0.15951,82.3531,1.91573268432236,1
FBgn0030511,1.011,-0.35863,0.15977,7.8013,0.89272331759604,1
FBgn0030841,0.061034,0.32392,0.15977,0.0984013,-0.964965509500205,0
FBgn0050185,1.4165,-0.59882,0.15986,62.37485,1.79507913519122,1
FBgn0030317,0.36735,0.10972,0.15993,1.530623,0.187696377166961,1
FBgn0035083,-0.4194,0.89266,0.15995,168.151,2.22572528130304,1
FBgn0039559,0.31969,0.3032,0.16001,29.8309,1.47481191729726,1
FBgn0031061,1.2857,-0.79669,0.16033,21.45235,1.33167727290281,1
FBgn0026076,1.2954,-0.52213,0.16038,16.2548,1.21124872735163,1
FBgn0034117,-0.38605,0.39675,0.16055,28.2522,1.45120596539195,1
FBgn0053299,0.54861,0.27277,0.16056,0.033264,-1.36387333007448,0
FBgn0262529,-0.70393,1.0841,0.16058,0,-2,0
FBgn0033834,2.9148,-2.486,0.16069,0.01782538,-1.55555889596805,0
FBgn0051100,1.0871,-0.45366,0.1608,0.03012865,-1.39654545046832,0
FBgn0265272,0.19868,0.3619,0.16086,0,-2,0
FBgn0053970,-1.3025,1.9711,0.16122,0.3187835,-0.483089985653756,0
FBgn0262508,-1.2818,1.8024,0.16166,0,-2,0
FBgn0038285,1.1474,-1.008,0.16189,0.02108935,-1.5073883578656,0
FBgn0050045,-1.4155,1.8953,0.16198,0.0165373,-1.57614326590079,0
FBgn0032436,1.0366,-0.63959,0.16201,0.313497,-0.490129742474375,0
FBgn0053192,2.5715,-1.6841,0.16227,0.3520275,-0.441258438735797,0
FBgn0051549,-0.20859,-0.03301,0.16246,82.6599,1.91734741229241,1
FBgn0259958,-0.35544,1.128,0.16253,0,-2,0
FBgn0017414,-0.28475,0.56308,0.16276,5.287105,0.724038581670474,1
FBgn0050357,-0.39019,0.85201,0.16356,1.28973,0.113853143315491,1
FBgn0031042,-1.9079,2.0028,0.16369,1.50625,0.180770813874629,1
FBgn0040064,2.0973,-1.7152,0.16375,105.63705,2.0238573746812,1
FBgn0034688,-1.4574,1.7614,0.16437,11.196815,1.04948220274088,1
FBgn0259212,-0.10476,0.65466,0.16439,13.863005,1.14217054280115,1
FBgn0028669,0.25958,0.21766,0.16461,0.03563917,-1.34066226231907,0
FBgn0267698,-0.57759,1.3115,0.16468,40.5,1.60756224318359,1
FBgn0000808,1.8204,-1.2901,0.16602,5.123715,0.710431754993205,1
FBgn0030598,1.1024,-0.21225,0.16617,0.4727345,-0.316291661976407,0
FBgn0264487,-0.10803,0.87906,0.16633,0,-2,0
FBgn0025630,-1.2241,1.6821,0.16963,14.31825,1.15619315049824,1
FBgn0034724,-0.45605,0.79179,0.17028,131.1869235,2.11792365117806,1
FBgn0010240,-1.5558,-1.4692,0.17065,2.4387,0.388935581235242,1
FBgn0024249,1.5047,-0.1666,0.17122,0.02511115,-1.45455494579882,0
FBgn0036498,-0.038796,0.94996,0.17141,0.01102595,-1.6772443726793,0
FBgn0036735,0.58911,0.19878,0.17149,11.98491,1.07899699372527,1
FBgn0037359,-0.087543,0.53481,0.17176,12.31945,1.0909437037415,1
FBgn0032971,-0.18449,0.021338,0.1719,0,-2,0
FBgn0039850,-0.61238,1.1116,0.17194,0,-2,0
FBgn0034784,-0.3957,0.71928,0.17216,0.0046816,-1.83322661245086,0
FBgn0026147,-0.050365,-0.18998,0.17237,12.69225,1.10388065607681,1
FBgn0031377,-2.6425,2.2571,0.17258,10.25377,1.01130691140565,1
FBgn0038018,-2.5134,2.3974,0.17393,0.0157234,-1.58967162891854,0
FBgn0260229,-0.35772,0.89521,0.17403,11.61988,1.06557523359288,1
FBgn0265512,0.10455,0.62041,0.17451,8.5,0.929929560084588,1
FBgn0261244,1.5628,-0.55747,0.17487,17.676,1.24762962067911,1
FBgn0003654,0.59277,0.1642,0.17563,11.1594,1.04802984422681,1
FBgn0033978,0.58486,0.1537,0.17652,5.016905,0.701300677874657,1
FBgn0051390,0.2666,0.050454,0.17668,32.83465,1.51646463828846,1
FBgn0036028,-1.8972,1.698,0.17684,12.637775,1.10201413102855,1
FBgn0035670,0.96618,-0.18126,0.1775,1.663565,0.223642584690878,1
FBgn0036294,1.7672,-1.6799,0.17794,1.5304557,0.187649213511652,1
FBgn0003328,-0.33001,0.87126,0.17814,28.43055,1.45393799077979,1
FBgn0037561,0.76806,0.12396,0.17823,14.24415,1.15394132467488,1
FBgn0039916,-0.41901,0.7555,0.17826,0.23129245,-0.617456266879595,0
FBgn0038299,-0.0062334,0.4817,0.17911,0.7399175,-0.124986511628984,0
FBgn0033215,-0.22193,0.60375,0.17936,0.3251835,-0.474717368428768,0
FBgn0261985,-2.983,2.7846,0.17939,20.5,1.31196566036837,1
FBgn0037358,-1.6403,1.852,0.17959,66.1437,1.82055413944786,1
FBgn0037395,-1.5776,1.3902,0.18067,0.0148866,-1.6040344325236,0
FBgn0039217,0.25482,0.57844,0.18102,0.0265394,-1.43723858831431,0
FBgn0028916,0.51837,0.15757,0.18123,14.99368,1.17619779290096,1
FBgn0001216,-0.53232,1.0785,0.18125,0.1841125,-0.711946497037045,0
FBgn0041630,0.16207,0.36879,0.18174,37.32645,1.57213302227123,1
FBgn0036784,-1.7128,2.1473,0.18197,0,-2,0
FBgn0031872,1.4916,-0.75168,0.18217,10.6683,1.02850211791863,1
FBgn0053207,-1.1687,1.7426,0.18252,10.72158,1.03066366742408,1
FBgn0039154,-0.2469,1.206,0.18255,0.657363,-0.17563787520785,0
FBgn0052106,0.60953,-0.15242,0.18264,0.0084263,-1.73456186233404,0
FBgn0046687,-0.1066,0.54947,0.18278,48.93905,1.6897442674617,1
FBgn0266710,1.4849,-0.86099,0.1829,27,1.43152458418745,1
FBgn0038621,0.010468,0.27378,0.18355,0.9058205,-0.038189639321934,0
FBgn0036862,0.40121,0.44856,0.18369,3.623795,0.56036042300502,1
FBgn0031729,-0.082469,0.36359,0.18401,0,-2,0
FBgn0262141,3.4349,-2.9749,0.1842,0,-2,0
FBgn0037176,0.38516,0.25702,0.18537,0.0231764,-1.47917074142673,0
FBgn0030348,2.5367,0.82601,0.18564,0.2854505,-0.529515270713737,0
FBgn0035153,-2.3202,2.4018,0.18636,54.0082,1.73254010848728,1
FBgn0003011,0.27517,0.74761,0.1865,0.0515495,-1.21077547072816,0
FBgn0033784,-2.364,2.6203,0.18711,10.301295,1.01331321194073,1
FBgn0038630,-2.0661,2.2639,0.18825,0.0851385,-1.02164370016079,0
FBgn0052383,1.6179,-1.0887,0.18856,0.0348493,-1.34824433095901,0
FBgn0032629,1.1906,-0.22444,0.18947,0.1421977,-0.817591910540846,0
FBgn0036292,0.52451,0.13085,0.18974,12.301,1.09029333131011,1
FBgn0262869,0.32201,0.46333,0.18975,0,-2,0
FBgn0053475,0.64106,-0.59119,0.19025,0,-2,0
FBgn0036820,-2.859,2.3938,0.19034,17.455145,1.24217219560999,1
FBgn0031127,-1.7266,2.0716,0.19039,0.760853,-0.113028433071807,0
FBgn0015622,-0.63057,-0.8759,0.19045,151.7125,2.18104999015559,1
FBgn0051740,-1.0497,1.6848,0.19136,0,-2,0
FBgn0034278,3.4272,-3.0225,0.19149,0.0354547,-1.34242120422348,0
FBgn0002522,0.16496,0.54614,0.19251,0.0274224,-1.42686836345993,0
FBgn0032656,0.86834,-0.4903,0.19295,7.09207,0.851384948515289,1
FBgn0052365,1.532,-0.90132,0.1934,0.3485975,-0.445392742492713,0
FBgn0264707,-0.048926,0.77765,0.19356,3,0.478566495593843,1
FBgn0038539,0.79667,-0.2215,0.19358,0.562966,-0.241871148452307,0
FBgn0036364,0.70555,-0.55349,0.19443,0.0522403,-1.20592832270168,0
FBgn0034521,0.13898,0.38633,0.19464,18.7658,1.27359845050623,1
FBgn0033713,0.09362,0.71915,0.19465,11.37085,1.05617469936344,1
FBgn0038006,0.24642,0.504,0.1947,0,-2,0
FBgn0028880,1.1623,-0.72753,0.19628,0,-2,0
FBgn0050285,-1.2262,1.8029,0.19658,1.30144,0.117748425871862,1
FBgn0029747,1.4291,-1.0425,0.19672,0.02250855,-1.48800240119113,0
FBgn0040106,-0.37824,0.82185,0.19696,0.0617965,-1.14389672661753,0
FBgn0040606,2.0776,-1.3233,0.19705,0.0730345,-1.08074142513575,0
FBgn0035110,1.4541,-0.67873,0.19706,24.57855,1.39073291891496,1
FBgn0023525,2.8218,-2.0803,0.19708,2.57373,0.412247127884689,1
FBgn0040235,0.67007,0.069043,0.19712,35.85255,1.55464116675308,1
FBgn0034276,-0.72121,1.3768,0.19717,0.06002175,-1.15476703944579,0
FBgn0032640,0.38355,0.16196,0.19779,152.0915,2.18213349701494,1
FBgn0031479,1.7296,-0.83659,0.19861,34.0462,1.53219618763424,1
FBgn0260860,0.61842,0.07986,0.19879,16.28545,1.21206635803948,1
FBgn0003721,-1.5145,1.8291,0.19907,88.0773,1.94491329845174,1
FBgn0028582,0.40165,0.22122,0.19988,27.2255,1.43513535263091,1
FBgn0029816,-0.23909,0.83375,0.20074,0,-2,0
FBgn0036496,-0.086202,0.65812,0.20327,0.1154888,-0.901395033667036,0
FBgn0052017,-1.8909,1.9853,0.2035,4.74076,0.676763091183595,1
FBgn0035360,0.69745,0.40821,0.20357,0.3513765,-0.442040092649903,0
FBgn0035086,0.97674,-0.35356,0.20359,0.16846435,-0.748448525459783,0
FBgn0266047,0.20805,0.43955,0.20428,0,-2,0
FBgn0032727,-0.27725,0.86029,0.20482,12.4455,1.09536116606622,1
FBgn0262478,-0.20743,0.76641,0.20502,0,-2,0
FBgn0038076,0.97882,-0.3771,0.20543,0.03237815,-1.37285800615114,0
FBgn0054015,-1.4091,1.533,0.20546,6.59776,0.820054260618544,1
FBgn0030872,0.33966,-0.074132,0.2056,14.70535,1.16777059611697,1
FBgn0259164,-2.2387,2.1633,0.20627,0.8734255,-0.053830069024362,0
FBgn0032154,1.6333,-1.0645,0.2066,10.9826,1.04110042509917,1
FBgn0264362,1.1429,-0.35728,0.20772,0,-2,0
FBgn0051269,1.8501,-0.82348,0.20797,0,-2,0
FBgn0031465,-1.031,1.6364,0.20849,0.097564,-0.968333055968754,0
FBgn0033069,1.0955,-0.31922,0.20853,0.07115655,-1.09067642329233,0
FBgn0264325,0.17425,0.33931,0.20918,21.5,1.33264041038746,1
FBgn0036876,-0.59933,1.0202,0.20955,0.1797725,-0.721766721116049,0
FBgn0031904,0.90926,-0.16298,0.21017,14.2188,1.15316827497159,1
FBgn0022359,0.55761,-0.10618,0.21036,24.12025,1.38256182141388,1
FBgn0036039,-2.0408,2.3863,0.21074,10.847515,1.03573043802623,1
FBgn0085201,-0.41408,0.68488,0.21091,0,-2,0
FBgn0264442,0.94657,-0.32201,0.21164,0,-2,0
FBgn0040634,-3.5712,3.3746,0.2121,1.53776,0.189703618648948,1
FBgn0040395,-0.036129,0.89967,0.21227,63.10985,1.8001659581315,1
FBgn0003089,-0.42941,1.135,0.21229,0.1755147822735,-0.731621479019129,0
FBgn0039734,-1.8729,2.2849,0.21232,0.524587,-0.271981606553876,0
FBgn0001248,-0.018684,0.091143,0.21233,326.4505,2.5138306414463,1
FBgn0085357,0.5996,-0.073486,0.21242,2.517799,0.402742537703162,1
FBgn0016919,0.3697,0.41886,0.21248,0.38752925,-0.400630910664769,0
FBgn0035736,-0.78905,1.2365,0.21379,0.079085,-1.0501954156673,0
FBgn0051778,-0.66139,0.67617,0.21392,0.2580465,-0.571789859174024,0
FBgn0032126,0.32967,0.13943,0.21436,0.0115788,-1.66597271015676,0
FBgn0263850,1.9534,-1.0978,0.2144,0,-2,0
FBgn0031485,0.56987,0.22586,0.2146,24.95385,1.3973115643764,1
FBgn0085293,-0.39311,1.3705,0.21498,0.121775,-0.880166975113005,0
FBgn0064912,0.23047,0.53196,0.21515,0.1075134,-0.92991260816463,0
FBgn0263352,1.7949,-0.88041,0.21539,65,1.81298016603948,1
FBgn0261860,-0.92658,1.3693,0.2154,0,-2,0
FBgn0262576,1.116,-0.15184,0.21606,0,-2,0
FBgn0039101,1.2005,-0.28909,0.21651,7.996895,0.903464133337994,1
FBgn0029756,-1.3178,1.4463,0.21706,7.63898,0.883603525361958,1
FBgn0034570,-0.53938,1.1696,0.21724,26.51665,1.42368240722402,1
FBgn0035101,-2.1331,2.1628,0.21738,18.95335,1.27791506074462,1
